END	18.010565
END_FRAG_LEFT	1.007825
END_FRAG_RIGHT	19.01839

I	113.084064
Q	128.058578

A	71.037114
C	103.009186
D	115.026944
E	129.042594
F	147.068414
G	57.021464
H	137.058912
K	128.094963
L	113.084064
M	131.040486
N	114.042928
P	97.052764
R	156.101111
S	87.032029
T	101.047679
V	99.068414
W	186.079313
Y	163.063329
